UUID,Concat,Concat_Tokenized
345ca6f1-78ec-4497-8583-97fbe5c38529,Martha Cullimore PS3155 St Andrew Ave School,"[""Martha"", ""Cullimore"", ""PS"", ""3155"", ""St"", ""Andrew"", ""Ave"", ""School""]"
22bacaa9-37b7-4901-9805-39ca487f8b2f,McKay PS320 Fielden Ave School,"[""McKay"", ""PS"", ""320"", ""Fielden"", ""Ave"", ""School""]"
3a86cdd4-8721-4274-b67e-e456ee586fb8,Ontario PS550 Allanburg Rd School,"[""Ontario"", ""PS"", ""550"", ""Allanburg"", ""Rd"", ""School""]"
a2ccbba7-0a20-45a9-85cc-99056466dfc6,Orchard Park PS3691 Dorchester Rd School,"[""Orchard"", ""Park"", ""PS"", ""3691"", ""Dorchester"", ""Rd"", ""School""]"
c5f0405f-793a-49a4-b680-72409d9e6f59,Park PS217 Main St E School,"[""Park"", ""PS"", ""217"", ""Main"", ""St"", ""E"", ""School""]"
405e643f-a873-4b0d-a01b-c0633dcc7b95,E I McCulley PS16 Berkley Dr School,"[""E"", ""I"", ""McCulley"", ""PS"", ""16"", ""Berkley"", ""Dr"", ""School""]"
b7237f22-737b-44e4-a6c1-f69a0385c556,E L Crossley SS350 Hwy 20 School,"[""E"", ""L"", ""Crossley"", ""SS"", ""350"", ""Hwy"", ""20"", ""School""]"
684686ea-04ff-4844-ab5c-e94dd20738f5,Eastdale SS170 Wellington St School,"[""Eastdale"", ""SS"", ""170"", ""Wellington"", ""St"", ""School""]"
742629de-3966-4f77-b851-043a41da1a4b,Ferndale PS35 Ferndale Ave School,"[""Ferndale"", ""PS"", ""35"", ""Ferndale"", ""Ave"", ""School""]"
9ac91c8c-3875-449e-ad90-33db9fda9fb8,Fitch Street PS164 Fitch St School,"[""Fitch"", ""Street"", ""PS"", ""164"", ""Fitch"", ""St"", ""School""]"
39507a58-3c15-42c6-88e0-c933ab8e0514,Forestview PS8406 Forestview Blvd School,"[""Forestview"", ""PS"", ""8406"", ""Forestview"", ""Blvd"", ""School""]"
9f3cd69e-5c97-42ed-9a43-e6a40ca85979,Glynn A Green PS1353 Pelham St School,"[""Glynn"", ""A"", ""Green"", ""PS"", ""1353"", ""Pelham"", ""St"", ""School""]"
899cbeb8-62a0-48a1-869c-bf5f6842374f,Gordon PS468 Thorold Rd W School,"[""Gordon"", ""PS"", ""468"", ""Thorold"", ""Rd"", ""W"", ""School""]"
3efecfaf-a60e-4f61-b99a-05e7190cd34d,Governor Simcoe SS15 Glenview Ave School,"[""Governor"", ""Simcoe"", ""SS"", ""15"", ""Glenview"", ""Ave"", ""School""]"
d828cd78-9972-40de-8687-5a08e288b653,Greater Fort Erie SS1640  Garrison Rd School,"[""Greater"", ""Fort"", ""Erie"", ""SS"", ""1640"", ""Garrison"", ""Rd"", ""School""]"
55d8a33c-98a1-4492-9b37-69974649e1ae,Greendale PS5504 Montrose Rd School,"[""Greendale"", ""PS"", ""5504"", ""Montrose"", ""Rd"", ""School""]"
8ecf7a77-0339-4de6-a062-2b720e55cd27,Grimsby SS5 Boulton Ave School,"[""Grimsby"", ""SS"", ""5"", ""Boulton"", ""Ave"", ""School""]"
9abe1c74-ccbd-4e6c-866c-cd89ebd0c88d,James Morden PS7112 Dorchester Rd School,"[""James"", ""Morden"", ""PS"", ""7112"", ""Dorchester"", ""Rd"", ""School""]"
591805d6-73e8-4adf-a20d-911f56ed69c9,Jeanne Sauve PS91 Bunting Rd School,"[""Jeanne"", ""Sauve"", ""PS"", ""91"", ""Bunting"", ""Rd"", ""School""]"
ed91f91e-cf53-4be9-be04-90f40877803f,John Brant PS143 Ridge Rd School,"[""John"", ""Brant"", ""PS"", ""143"", ""Ridge"", ""Rd"", ""School""]"
dba73613-8785-45b9-8c36-a4f9e7905a5c,Laura Secord SS349 Niagara St School,"[""Laura"", ""Secord"", ""SS"", ""349"", ""Niagara"", ""St"", ""School""]"
78764b98-d6fc-4288-835c-120029574b18,Lifetime Learning Centre535 Lake St. Bldg 2 School,"[""Lifetime"", ""Learning"", ""Centre"", ""535"", ""Lake"", ""St."", ""Bldg"", ""2"", ""School""]"
d2281397-207f-4cf5-b75d-6b7ca5bc0a20,Lincoln Centennial PS348 Scott St School,"[""Lincoln"", ""Centennial"", ""PS"", ""348"", ""Scott"", ""St"", ""School""]"
a978e5aa-6d6f-4525-9b8f-7f0faf89fe75,Nelles PS118 Main St E School,"[""Nelles"", ""PS"", ""118"", ""Main"", ""St"", ""E"", ""School""]"
5cb0c228-e4be-4894-add9-3a5ea19ec97f,Oakridge PS1 Marsdale Dr School,"[""Oakridge"", ""PS"", ""1"", ""Marsdale"", ""Dr"", ""School""]"
afaa3276-e586-45b3-bf63-27c7ceeeccd0,Oakwood PS255 Omer Ave School,"[""Oakwood"", ""PS"", ""255"", ""Omer"", ""Ave"", ""School""]"
2cd46626-209e-48f5-bd5a-94161da28d00,Parnall PS507 Geneva St School,"[""Parnall"", ""PS"", ""507"", ""Geneva"", ""St"", ""School""]"
4685ab4d-8fcf-415f-82ec-c66c72f4e42e,Peace Bridge PS105 Torrance St School,"[""Peace"", ""Bridge"", ""PS"", ""105"", ""Torrance"", ""St"", ""School""]"
26293da2-2c41-4e39-80c7-7cf8d86b81a5,Pine Grove PS690 Lake St School,"[""Pine"", ""Grove"", ""PS"", ""690"", ""Lake"", ""St"", ""School""]"
0779a9d4-ae2f-4325-a0bd-deac165be40c,Plymouth PS111 First St School,"[""Plymouth"", ""PS"", ""111"", ""First"", ""St"", ""School""]"
4e06e637-113c-41b7-aa21-ea115a7a420f,Port Colborne HS211 Elgin St School,"[""Port"", ""Colborne"", ""HS"", ""211"", ""Elgin"", ""St"", ""School""]"
635b9848-2970-4434-9f2d-9e2750e0ef5d,Port Weller PS273 Parnell Rd School,"[""Port"", ""Weller"", ""PS"", ""273"", ""Parnell"", ""Rd"", ""School""]"
b603d768-e980-4826-ab9e-657c2949d399,Prince Philip PS (NF)3112 Dorchester Rd School,"[""Prince"", ""Philip"", ""PS"", """", ""NF"", """", ""3112"", ""Dorchester"", ""Rd"", ""School""]"
45a69b0b-f516-45f5-8dbc-a0be64def5ae,Prince Philip PS (SC)600 Vine St School,"[""Prince"", ""Philip"", ""PS"", """", ""SC"", """", ""600"", ""Vine"", ""St"", ""School""]"
b0224811-3649-4e66-a8e5-9d20b37553fe,Princess Elizabeth PS330 Scholfield Ave  School,"[""Princess"", ""Elizabeth"", ""PS"", ""330"", ""Scholfield"", ""Ave"", ""School""]"
ddb3c363-e87b-4c73-b743-8c84e5550911,Richmond Street PS153 Richmond St School,"[""Richmond"", ""Street"", ""PS"", ""153"", ""Richmond"", ""St"", ""School""]"
2e3a0f09-afb1-4b22-9ced-f0f600602094,Ridgeway-Crystal Beach HS - Sold 09Aug21576  Ridge Rd School,"[""Ridgeway-Crystal"", ""Beach"", ""HS"", ""-"", ""Sold"", ""09"", ""Aug"", ""21576"", ""Ridge"", ""Rd"", ""School""]"
12eaaa49-b861-4ac9-af7a-ef1dde3ec80b,River View PS3300 Cattell Dr School,"[""River"", ""View"", ""PS"", ""3300"", ""Cattell"", ""Dr"", ""School""]"
3e35e6ea-1c1f-441d-af41-d0bbc26aed80,Sir Winston Churchill SS101 Glen Morris Dr School,"[""Sir"", ""Winston"", ""Churchill"", ""SS"", ""101"", ""Glen"", ""Morris"", ""Dr"", ""School""]"
84656247-7036-4192-bc50-e595a3dc4031,Smith PS18 Oakes Rd N School,"[""Smith"", ""PS"", ""18"", ""Oakes"", ""Rd"", ""N"", ""School""]"
0b1ccb69-4eb6-4db0-8da7-8f15810dee37,Smithville PS (Formerly South Lincoln HS)260  Canborough St School,"[""Smithville"", ""PS"", """", ""Formerly"", ""South"", ""Lincoln"", ""HS"", """", ""260"", ""Canborough"", ""St"", ""School""]"
001effce-2fb6-4d1e-91cb-c5541669eee1,Stamford Collegiate SS5775 Drummond Rd School,"[""Stamford"", ""Collegiate"", ""SS"", ""5775"", ""Drummond"", ""Rd"", ""School""]"
0519634d-4e23-4639-8f7a-5f532f923d3c,Steele Street PS214 Steele St School,"[""Steele"", ""Street"", ""PS"", ""214"", ""Steele"", ""St"", ""School""]"
a602c2eb-68fe-484a-8d98-beb6e77f8656,Stevensville PS3521 Main St E School,"[""Stevensville"", ""PS"", ""3521"", ""Main"", ""St"", ""E"", ""School""]"
cfdd400a-dbc2-44cb-8354-64ff47c8112c,Valley Way PS5315 Valley Way School,"[""Valley"", ""Way"", ""PS"", ""5315"", ""Valley"", ""Way"", ""School""]"
a74fe1e5-5fe9-44e5-8522-f87c5e49d34a,Victoria PS5635 Heritage Dr School,"[""Victoria"", ""PS"", ""5635"", ""Heritage"", ""Dr"", ""School""]"
d4ada5e5-7169-4884-ba1f-fccbb27ea3cf,Walker Living Campus1  Taylor R Rd Other,"[""Walker"", ""Living"", ""Campus"", ""1"", ""Taylor"", ""R"", ""Rd"", ""Other""]"
d41fd536-5291-4af8-a68b-6b6ab33f3f44,Westdale PS130 Rykert St School,"[""Westdale"", ""PS"", ""130"", ""Rykert"", ""St"", ""School""]"
28e8b205-698b-4a8b-9aa7-993a74550c8d,Westlane SS5960 Pitton Rd School,"[""Westlane"", ""SS"", ""5960"", ""Pitton"", ""Rd"", ""School""]"
0eafdcab-a9a8-46d4-895a-5f302a7ce957,Westmount PS73 Ann St W School,"[""Westmount"", ""PS"", ""73"", ""Ann"", ""St"", ""W"", ""School""]"
7119ef21-6c50-49de-96af-c10c3d67fd20,Woodland PS1511 7th St Louth School,"[""Woodland"", ""PS"", ""1511"", ""7"", ""th"", ""St"", ""Louth"", ""School""]"
2035d062-7d50-427d-ac97-e1beee449c2e,Power Glen PS34 Westland St School,"[""Power"", ""Glen"", ""PS"", ""34"", ""Westland"", ""St"", ""School""]"
7999ab4c-7e8b-46aa-868d-835368f5d1ec,Prince of Wales PS (SC)95 Facer St School,"[""Prince"", ""of"", ""Wales"", ""PS"", """", ""SC"", """", ""95"", ""Facer"", ""St"", ""School""]"
f5e4d0c3-be5e-406a-bc73-d92f97b84c68,Prince of Wales PS (TH)40 Pine St School,"[""Prince"", ""of"", ""Wales"", ""PS"", """", ""TH"", """", ""40"", ""Pine"", ""St"", ""School""]"
d443501f-1e33-4453-8add-2707b0ec8278,Princess Margaret PS6624 Culp St School,"[""Princess"", ""Margaret"", ""PS"", ""6624"", ""Culp"", ""St"", ""School""]"
ae895577-0468-44d8-a8d7-0dbbcbe6b004,Quaker Road PS333 Quaker Rd School,"[""Quaker"", ""Road"", ""PS"", ""333"", ""Quaker"", ""Rd"", ""School""]"
4acb572a-c1f5-4efc-833a-9cdff12e8da3,Queen Mary PS (closed) & St Catharines Collegiate SS34 Catherine St School,"[""Queen"", ""Mary"", ""PS"", """", ""closed"", """", ""&"", ""St"", ""Catharines"", ""Collegiate"", ""SS"", ""34"", ""Catherine"", ""St"", ""School""]"
477d49e9-ef70-4e36-aea4-fe98649f7b6c,Ross PS358 Niagara St School,"[""Ross"", ""PS"", ""358"", ""Niagara"", ""St"", ""School""]"
8583bb1a-7a86-4272-953e-bae6fed53da9,Senator Gibson PS4944 John St School,"[""Senator"", ""Gibson"", ""PS"", ""4944"", ""John"", ""St"", ""School""]"
f2baca46-f19e-4432-9992-9a1eccc550f8,Simcoe Street PS4760 Simcoe St School,"[""Simcoe"", ""Street"", ""PS"", ""4760"", ""Simcoe"", ""St"", ""School""]"
72807a8d-5e08-4c6e-989a-3bce2726bdfa,St Davids PS1344 York Rd School,"[""St"", ""Davids"", ""PS"", ""1344"", ""York"", ""Rd"", ""School""]"
37d7f377-4437-498b-9691-355d3e3f1137,St. Catharines Service Centre9 Wright St Administrative offices and related facilities,"[""St."", ""Catharines"", ""Service"", ""Centre"", ""9"", ""Wright"", ""St"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
df375d9a-04a3-4e32-8a5d-8b0a2cdb37a2,St. Johns Adventure Campus2984  Holland Rd RR#1 Rd Other,"[""St."", ""Johns"", ""Adventure"", ""Campus"", ""2984"", ""Holland"", ""Rd"", ""RR"", ""#"", ""1"", ""Rd"", ""Other""]"
7ede312f-1361-4efa-bff3-2afc644a02db,Sven H Dohnberg Centre535  Lake St. Bldg 3 St Administrative offices and related facilities,"[""Sven"", ""H"", ""Dohnberg"", ""Centre"", ""535"", ""Lake"", ""St."", ""Bldg"", ""3"", ""St"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
15c16f08-0ff0-40b8-adc5-0d60789acc4b,Thorold SS50 Ormond St N School,"[""Thorold"", ""SS"", ""50"", ""Ormond"", ""St"", ""N"", ""School""]"
92b798bd-f004-4b26-9b01-6f76f6b664d6,Twenty Valley PS4057 Victoria Ave School,"[""Twenty"", ""Valley"", ""PS"", ""4057"", ""Victoria"", ""Ave"", ""School""]"
779422e5-8c19-4296-b8d0-657b08a23875,Welland Centennial SS240 Thorold Rd W School,"[""Welland"", ""Centennial"", ""SS"", ""240"", ""Thorold"", ""Rd"", ""W"", ""School""]"
a66db8d7-c544-4ee7-90fc-932eebd7d5d7,Welland Service Centre120 Federal Rd Administrative offices and related facilities,"[""Welland"", ""Service"", ""Centre"", ""120"", ""Federal"", ""Rd"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
5c8643c9-bf71-46a2-a0b8-5dc90607bc89,Wellington Heights PS9  Alsop Ave School,"[""Wellington"", ""Heights"", ""PS"", ""9"", ""Alsop"", ""Ave"", ""School""]"
2ab4c296-39bf-44e2-8a98-1042acb9a48d,William E Brown PS31870 Lee St School,"[""William"", ""E"", ""Brown"", ""PS"", ""31870"", ""Lee"", ""St"", ""School""]"
9aaedfb8-f354-4cb4-af33-0d5064b68ea4,William Hamilton Merritt PS114 Linwell Rd School,"[""William"", ""Hamilton"", ""Merritt"", ""PS"", ""114"", ""Linwell"", ""Rd"", ""School""]"
b99879ba-0bfb-49a8-8af8-8d1a3aaa7a15,Winger PS53220 Winger Rd School,"[""Winger"", ""PS"", ""53220"", ""Winger"", ""Rd"", ""School""]"
9efe44f5-5127-46b5-9c7b-d1725484fe0d,Diamond Jubilee Storage22 King Street Administrative offices and related facilities,"[""Diamond"", ""Jubilee"", ""Storage"", ""22"", ""King"", ""Street"", ""Administrative"", ""offices"", ""and"", ""related"", ""facilities""]"
b8d2624a-2309-4fb8-8982-3f59b0e98014,Elk Lake Public SchoolFirst Street School,"[""Elk"", ""Lake"", ""Public"", ""SchoolFirst"", ""Street"", ""School""]"
6cfe32a3-5ba8-48b0-a9a0-1ab095fbc10e,Englehart High School61 Fourth Street School,"[""Englehart"", ""High"", ""School"", ""61"", ""Fourth"", ""Street"", ""School""]"
